Active Ingredient,Disease/Use Case,Days Until Expiry,Storage Temperature (C),Dissolution Rate (%),Disintegration Time (minutes),Impurity Level (%),Assay Purity (%),Warning Labels Present,Safe/Not Safe,UPC,Quantity,Manufacturer,Batch Number,Price
Drug_554,Cancer,848,25.97310984,89.87099448,22.86115357,0.174925713,98.26598227,1,Safe,696708000000,228,CureWell,BATCH3749,302.26
Drug_555,Blood Pressure,907,27.3214352,89.21496255,24.56115659,0.721129659,99.61301046,4,Safe,526579000000,187,PharmaCorp,BATCH7680,474.2
Drug_556,Allergy,927,16.53446984,96.54683924,12.51400198,0.400767918,97.46736437,2,Safe,788781000000,153,BioCare,BATCH1205,87.23
Drug_557,Skin Infection,1054,20.68946758,92.92687883,6.831971795,0.448238395,95.67963955,1,Safe,862160000000,298,MediLife,BATCH8352,164.27
Drug_558,Infection,822,24.08922566,90.26832047,10.54836305,1.257949219,99.91521977,3,Safe,141011000000,188,HealthPlus,BATCH5591,400.99
Drug_559,Thyroid,790,16.11919067,98.37370547,6.213422922,1.153939693,92.35858181,2,Safe,746603000000,242,BioCare,BATCH4450,94.43
Drug_560,Cholesterol,790,15.51670093,96.56803212,9.520317835,0.821736968,92.23867247,1,Safe,835306000000,164,BioCare,BATCH8214,84.05
Drug_561,Bacterial Infection,917,28.12056036,93.17134222,11.13969672,1.02073871,94.05612562,1,Safe,154480000000,175,PharmaCorp,BATCH4811,212.69
Drug_562,Thyroid,996,24.41551884,96.13442155,14.92701302,0.146448461,94.45541289,2,Safe,654428000000,298,HealthPlus,BATCH6141,91.48
Drug_563,Cholesterol,930,16.5054069,87.64595237,9.880260137,0.383944099,92.80148534,3,Safe,375474000000,242,MediLife,BATCH9501,313.29
Drug_564,Blood Pressure,982,22.51098515,88.51465475,6.767508977,1.065885312,95.45938991,3,Safe,529508000000,248,BioCare,BATCH3708,151.82
Drug_565,Diabetes,1012,20.58949728,92.11834195,5.846988308,0.407317425,92.20703883,2,Safe,169221000000,246,BioCare,BATCH2991,453.06
Drug_566,Thyroid,1061,22.84087188,86.79564567,23.61263412,0.585905635,98.27964594,3,Safe,969616000000,159,PharmaCorp,BATCH9463,402.58
Drug_567,Skin Infection,861,26.33561791,91.92218181,24.18294947,0.987610828,98.56240398,2,Safe,751143000000,192,CureWell,BATCH4273,364.87
Drug_568,Allergy,906,28.24396364,89.4599576,17.39449168,1.094781163,96.07864673,3,Safe,499890000000,260,MediLife,BATCH5538,327.62
Drug_569,Acidity,949,26.06886228,98.66079652,11.4698773,1.255345362,97.7407406,3,Safe,309812000000,148,HealthPlus,BATCH9712,438.56
Drug_570,Infection,1014,21.85283565,88.08613607,17.04112894,0.620559951,96.13822544,1,Safe,365197000000,134,BioCare,BATCH4722,150.38
Drug_571,Skin Infection,783,21.25561389,87.33865207,9.887861651,0.300996422,99.17320687,2,Safe,434719000000,271,BioCare,BATCH4551,442.9
Drug_572,Cancer,1055,19.89363473,96.97249072,15.30089909,0.4467128,97.24911827,1,Safe,615357000000,201,MediLife,BATCH3832,405.27
Drug_573,Heart Health,828,15.09447574,93.78069423,21.99373609,0.296262068,93.03736771,2,Safe,684996000000,110,CureWell,BATCH6679,386.67
Drug_574,Acidity,886,15.92237917,92.55973479,13.69821813,1.20926487,98.12868909,3,Safe,423751000000,198,BioCare,BATCH7579,302.57
Drug_575,Heart Health,772,17.09028547,89.66254596,22.15255839,1.420609182,95.68912369,3,Safe,250008000000,299,MediLife,BATCH1152,160.81
Drug_576,Cholesterol,1059,29.71935783,90.81867874,7.360835942,0.179752826,95.9029797,4,Safe,270603000000,209,PharmaCorp,BATCH6754,240.6
Drug_577,Autoimmune Disorder,1005,16.09571466,85.5830849,10.15423193,0.9978613,95.38086064,1,Safe,740157000000,173,CureWell,BATCH3800,407.11
Drug_578,Autoimmune Disorder,960,17.22670202,99.52568402,17.79579856,0.144819982,93.76122493,2,Safe,373940000000,293,HealthPlus,BATCH6310,64.3
Drug_579,Respiratory Infection,762,21.52736836,89.99421,14.1633697,1.387357487,93.70665548,2,Safe,408499000000,273,BioCare,BATCH3610,401.92
Drug_580,Throat Infection,876,28.32055201,87.78099948,8.186761731,1.428079753,99.53202351,1,Safe,549900000000,108,MediLife,BATCH2104,158.03
Drug_581,Respiratory Infection,850,29.57277712,87.98984049,7.687418683,1.16892871,97.39874763,3,Safe,159269000000,102,PharmaCorp,BATCH8361,114.94
Drug_582,Pain Relief,1004,25.11974343,95.55291486,6.368440828,0.153198162,98.85184006,2,Safe,228098000000,184,HealthPlus,BATCH5199,102.07
Drug_583,Blood Pressure,835,15.39701496,86.2858871,18.9740159,0.42633415,93.43387329,3,Safe,118192000000,125,MediLife,BATCH4854,62.26
Drug_584,Skin Infection,920,17.20162716,87.63011414,7.16143635,0.316811941,97.48196643,4,Safe,626708000000,171,MediLife,BATCH8263,285.61
Drug_585,Skin Infection,960,24.8866104,88.27739716,20.03474181,0.964389577,96.14314677,2,Safe,761029000000,147,HealthPlus,BATCH2914,148.22
Drug_586,Seizures,897,20.59456005,99.67865071,14.32223106,1.405998864,93.63795729,2,Safe,663999000000,293,PharmaCorp,BATCH8365,495.24
Drug_587,Mental Health,1013,16.92681165,91.7745513,17.18703341,1.277846274,98.89207343,1,Safe,480891000000,297,PharmaCorp,BATCH4072,308.5
Drug_588,Throat Infection,878,19.86833101,91.56181002,14.87725213,1.477767592,99.83200016,4,Safe,269445000000,255,CureWell,BATCH1406,112.05
Drug_589,Bacterial Infection,1021,27.55919323,87.82118234,17.60053128,1.405708711,93.55871089,2,Safe,266274000000,216,BioCare,BATCH1166,359.94
Drug_590,Diabetes,1024,25.00140451,98.82223829,10.75138198,0.608178434,98.62400309,3,Safe,159699000000,253,HealthPlus,BATCH1508,453.98
Drug_591,Cholesterol,889,27.03327955,89.81673355,5.811751314,0.935104978,95.73743577,3,Safe,867185000000,252,HealthPlus,BATCH2661,385.33
Drug_592,Diabetes,971,19.78269814,94.88546264,19.46374198,1.157039002,97.7987406,4,Safe,810988000000,111,HealthPlus,BATCH4664,84.4
Drug_593,Blood Pressure,1073,28.00933303,89.68824592,17.15389048,0.532445976,92.01394941,1,Safe,196374000000,232,PharmaCorp,BATCH4489,453.15
Drug_594,Mental Health,906,18.89413152,92.37132264,13.87406035,1.0946791,99.52501519,3,Safe,712366000000,147,BioCare,BATCH1680,407.27
Drug_595,Diabetes,935,17.86003313,89.45993293,5.195796998,0.634339277,97.70394888,3,Safe,754361000000,136,CureWell,BATCH3524,121.24
Drug_596,Infection,1076,29.57813073,93.16631533,6.239151249,0.21982338,98.04929424,2,Safe,980754000000,143,MediLife,BATCH3120,73.3
Drug_597,Mental Health,1045,15.99860089,91.83203305,6.594851661,1.214926887,95.57382353,2,Safe,543365000000,114,MediLife,BATCH6260,300.79
Drug_598,Throat Infection,940,23.6319578,87.93169925,17.98637966,0.334395549,95.79641372,2,Safe,866836000000,142,HealthPlus,BATCH5357,120.22
Drug_599,Seizures,964,16.09740555,91.24042957,5.57684304,0.570587114,93.25996011,4,Safe,866358000000,275,BioCare,BATCH2363,425.57
Drug_600,Bacterial Infection,978,27.69820819,96.49041227,8.633906578,1.408436636,98.58643879,3,Safe,672660000000,186,PharmaCorp,BATCH3292,211.25
Drug_601,Fever,1078,22.56849206,86.8460293,24.50735174,0.479636204,92.00652451,2,Safe,678663000000,169,BioCare,BATCH2538,460.8
Drug_602,Allergy,912,29.69326422,89.64823231,21.07328737,1.267061614,92.12089448,2,Safe,957678000000,145,BioCare,BATCH4408,304.56
Drug_603,Cancer,988,26.72245052,91.43196517,18.38562461,0.83262658,92.88974759,1,Safe,921055000000,207,PharmaCorp,BATCH8742,132.2
Drug_604,Fever,1046,16.89792432,90.67765999,5.333005507,0.633925303,92.60209887,4,Safe,163903000000,222,HealthPlus,BATCH9752,112.82
Drug_605,Acidity,759,15.14730934,99.25259667,14.39664227,1.003761647,93.32450665,4,Safe,772143000000,270,BioCare,BATCH2903,309.41
Drug_606,Skin Infection,836,15.72521755,97.93984017,17.14669798,1.342570978,95.69210707,4,Safe,804365000000,120,MediLife,BATCH1174,392.85
Drug_607,Diabetes,939,23.1919035,88.86649256,24.15863529,1.226886137,99.04582768,3,Safe,262145000000,250,PharmaCorp,BATCH3230,401.68
Drug_608,Heart Health,896,23.68501427,97.76820379,20.28675584,1.332989714,92.97652755,3,Safe,515353000000,206,CureWell,BATCH5287,174.09
Drug_609,Inflammation,748,22.99304234,96.93308486,19.02244233,0.66633989,95.97788398,4,Safe,882299000000,179,HealthPlus,BATCH5160,141.91
Drug_610,Cancer,880,25.8570485,95.94047512,11.68362723,1.376488792,95.99130697,3,Safe,468139000000,146,PharmaCorp,BATCH8106,57.54
Drug_611,Cancer,953,15.94333021,93.73718012,14.47094282,0.122966016,92.60378793,2,Safe,140776000000,216,CureWell,BATCH4171,355.64
Drug_612,Allergy,826,25.79624453,99.69900923,9.161203858,0.367785404,95.15564527,2,Safe,627227000000,223,CureWell,BATCH2567,84.46
Drug_613,Heart Health,803,27.70823204,91.03126509,17.23004288,0.121898055,96.97980488,2,Safe,512759000000,242,BioCare,BATCH2151,239.34
Drug_614,Heart Health,761,24.64134088,87.91583855,8.660769558,0.371878937,93.5581614,3,Safe,261218000000,124,BioCare,BATCH8619,320.76
Drug_615,Cholesterol,743,29.85555935,87.63377448,9.492185121,0.709139733,99.53492461,2,Safe,780232000000,135,BioCare,BATCH7033,471.7
Drug_616,Cancer,963,28.52939324,91.95216558,8.131919284,0.921782094,95.324935,3,Safe,888136000000,150,PharmaCorp,BATCH9560,190.31
Drug_617,Respiratory Infection,730,28.34391752,87.41548958,17.37448424,1.449314963,98.73224525,2,Safe,772334000000,114,PharmaCorp,BATCH5946,162.4
Drug_618,Blood Pressure,882,21.0180621,90.49764609,14.63002004,0.95120777,96.42334601,4,Safe,119269000000,167,HealthPlus,BATCH9234,344.37
Drug_619,Infection,1003,29.83287105,95.63554884,20.52738183,0.688247099,92.47025087,4,Safe,299325000000,120,BioCare,BATCH2907,328.66
Drug_620,Pain Relief,750,16.68237213,85.04892971,24.19320629,1.283851422,96.69335277,3,Safe,425438000000,240,CureWell,BATCH4490,199.45
Drug_621,Autoimmune Disorder,847,25.85888443,90.65478707,22.04058353,0.614273556,97.40795682,1,Safe,654103000000,118,MediLife,BATCH3535,467.65
Drug_622,Acidity,915,23.16408748,99.09876911,8.067658765,1.050820434,98.52304074,4,Safe,506297000000,133,HealthPlus,BATCH5173,430.19
Drug_623,Fever,856,20.02124369,88.29367986,17.659624,0.291114093,93.61038244,3,Safe,253400000000,177,PharmaCorp,BATCH2293,150.79
Drug_624,Throat Infection,1089,24.14840024,89.39827483,13.57701034,0.601883859,97.71985748,2,Safe,282961000000,224,HealthPlus,BATCH5769,157.61
Drug_625,Acidity,828,29.85871733,94.89498509,11.31730774,0.973088808,97.19631138,4,Safe,395609000000,295,HealthPlus,BATCH5796,280.54
Drug_626,Bacterial Infection,935,19.20301669,97.77812537,12.04027439,0.167431622,92.8962178,1,Safe,147069000000,216,HealthPlus,BATCH7871,398.11
Drug_627,Mental Health,1001,18.27714418,97.69636432,22.71295442,1.140528472,97.00794584,3,Safe,415004000000,151,HealthPlus,BATCH3972,69.82
Drug_628,Throat Infection,817,27.45334181,96.19077023,23.29851118,0.495835391,95.08853746,1,Safe,259890000000,126,MediLife,BATCH4922,362
Drug_629,Cancer,812,16.58590595,87.11271868,10.68558253,0.300042192,93.07548451,1,Safe,956518000000,256,BioCare,BATCH5997,341.71
Drug_630,Diabetes,868,26.13520277,97.12548107,5.51817199,0.878213993,92.86478132,2,Safe,298805000000,255,CureWell,BATCH8032,154.17
Drug_631,Autoimmune Disorder,749,28.10856871,95.85121487,14.44072295,0.671201378,92.93857135,4,Safe,295915000000,134,HealthPlus,BATCH1992,356.61
Drug_632,Infection,935,28.78318218,96.32295048,10.88483544,1.103959379,92.85767676,2,Safe,700917000000,235,HealthPlus,BATCH9112,473.08
Drug_633,Diabetes,1062,23.9048689,99.2856263,17.66489355,0.221402036,99.46425508,4,Safe,701893000000,243,HealthPlus,BATCH6287,71.05
Drug_634,Fever,757,20.95720881,94.88301305,7.640442983,0.823074313,92.15132131,2,Safe,912182000000,205,BioCare,BATCH3240,193.84
Drug_635,Throat Infection,899,16.47153427,90.22050957,5.456251617,0.659829545,99.7136112,1,Safe,575565000000,263,PharmaCorp,BATCH2476,247.18
Drug_636,Allergy,829,24.8663475,89.16708095,13.4796017,0.58940361,99.21890253,1,Safe,355950000000,257,PharmaCorp,BATCH7426,454.67
Drug_637,Fever,932,25.71254455,98.49782768,23.12132403,1.110196975,93.74005463,2,Safe,972317000000,245,MediLife,BATCH1389,483.02
Drug_638,Inflammation,772,22.44973099,93.19978634,11.88722778,1.491413231,93.72442571,3,Safe,529148000000,101,PharmaCorp,BATCH1999,249.85
Drug_639,Allergy,1075,24.12299709,94.23879198,5.100153979,1.207394879,94.58780082,4,Safe,391156000000,276,HealthPlus,BATCH2855,387.51
Drug_640,Allergy,827,16.63612895,99.01559012,5.972988824,1.14174742,98.04233076,1,Safe,611200000000,176,HealthPlus,BATCH9125,289.25
Drug_641,Cancer,961,22.76064899,95.37917564,16.48783753,0.910974819,93.15342179,2,Safe,407740000000,231,HealthPlus,BATCH9850,292
Drug_642,Infection,805,21.35630341,92.11727202,12.4994609,0.985282797,98.49323106,3,Safe,554284000000,189,MediLife,BATCH3763,175.14
Drug_643,Diabetes,952,28.93667818,92.48474672,15.42011588,0.856812265,92.1819421,2,Safe,492450000000,188,HealthPlus,BATCH4663,147.63
Drug_644,Heart Health,933,27.66926154,97.21507016,8.105696743,0.503424741,93.10308657,2,Safe,619987000000,193,PharmaCorp,BATCH5986,179.6
Drug_645,Fever,769,26.15095041,95.65973895,7.340319357,0.977592618,95.12940319,1,Safe,220707000000,106,BioCare,BATCH2481,300.35
Drug_646,Autoimmune Disorder,1044,29.27695422,98.70211211,5.674374566,0.20138714,98.37278303,3,Safe,271113000000,194,BioCare,BATCH8256,63.12
Drug_647,Allergy,870,28.77721178,91.08277072,8.797786228,0.340878717,92.34193948,2,Safe,744773000000,207,CureWell,BATCH4731,458.26
Drug_648,Throat Infection,755,26.85660827,95.47668948,6.81665042,1.402571426,98.77437441,4,Safe,294287000000,173,PharmaCorp,BATCH8262,120.33
Drug_649,Heart Health,902,26.99122588,86.2841103,5.254099688,0.63702188,93.38483491,2,Safe,736366000000,138,HealthPlus,BATCH1451,149.04
Drug_650,Respiratory Infection,779,29.09796765,88.97228907,13.38428205,1.480768643,92.44195937,2,Safe,568952000000,240,BioCare,BATCH4093,283.22
Drug_651,Blood Clot Prevention,1013,16.12539324,93.0961195,10.37092302,1.113038146,92.94263555,2,Safe,880986000000,258,PharmaCorp,BATCH1882,369.55
Drug_652,Blood Pressure,875,29.29276412,96.62358601,16.318869,1.440209633,93.09458181,3,Safe,341945000000,170,BioCare,BATCH5408,93.08
Drug_653,Allergy,876,23.27728348,96.22997373,15.61081386,1.445307468,94.96523654,2,Safe,367626000000,290,HealthPlus,BATCH5068,192.96
Drug_654,Pain Relief,1051,18.65760461,95.90807339,10.20654979,0.83796696,92.81506027,1,Safe,332905000000,155,BioCare,BATCH4277,485.9
Drug_655,Blood Clot Prevention,990,25.87350021,91.79938583,13.31499682,0.219524278,96.09871118,4,Safe,819870000000,269,CureWell,BATCH9566,168.05
Drug_656,Diabetes,937,15.17519599,93.0493379,14.82364231,1.113597722,98.90035711,1,Safe,737284000000,288,CureWell,BATCH8951,190.87
Drug_657,Pain Relief,924,29.0021905,88.47038489,24.77142299,0.141784526,96.0424986,2,Safe,962190000000,141,BioCare,BATCH5690,426.42
Drug_658,Autoimmune Disorder,850,23.56106423,98.55337587,11.76604212,1.103825692,92.86584823,2,Safe,684999000000,283,PharmaCorp,BATCH5595,72.6
Drug_659,Cholesterol,781,20.07739765,99.47719041,12.21597806,0.147488243,94.28801585,4,Safe,872183000000,135,PharmaCorp,BATCH5559,259.08
Drug_660,Mental Health,731,26.55407865,93.67686989,9.869342537,0.593291715,95.39673181,2,Safe,600809000000,183,PharmaCorp,BATCH8291,220.83
Drug_661,Pain Relief,803,27.81681465,98.7557601,22.01036639,0.744854619,93.10584309,4,Safe,822045000000,295,BioCare,BATCH9160,192.46
Drug_662,Respiratory Infection,1003,26.42945519,88.32699786,22.89045475,0.335614958,93.22225433,2,Safe,368068000000,217,PharmaCorp,BATCH1112,178.56
Drug_663,Cholesterol,1053,15.24454887,87.20702613,10.02625815,0.705025092,93.99272953,1,Safe,206788000000,106,HealthPlus,BATCH6131,91.12
Drug_664,Fever,1039,24.7997692,94.80645667,15.85708518,0.491497943,94.05889318,3,Safe,421792000000,153,CureWell,BATCH4197,191.67
Drug_665,Cancer,882,17.24942048,96.30792192,13.67932518,0.88346766,97.96308,3,Safe,656051000000,228,HealthPlus,BATCH1139,69.37
Drug_666,Blood Clot Prevention,977,26.80632198,98.58649843,22.93812986,1.174414486,93.0279246,4,Safe,999713000000,271,PharmaCorp,BATCH2424,401.43
Drug_667,Acidity,947,19.34078243,95.56035668,21.03977047,0.649262571,92.38159777,2,Safe,795434000000,219,HealthPlus,BATCH3949,229.2
Drug_668,Cholesterol,768,18.9207845,91.92877569,6.968147517,1.286996173,99.02117792,3,Safe,171241000000,272,PharmaCorp,BATCH4168,249.76
Drug_669,Blood Clot Prevention,1003,19.26242691,94.80301845,22.74839756,0.156106633,92.22007899,3,Safe,830286000000,205,BioCare,BATCH9708,452.12
Drug_670,Blood Clot Prevention,869,18.48594232,92.45320257,20.98504523,0.257664332,92.59214131,3,Safe,563482000000,146,HealthPlus,BATCH7043,346.12
Drug_671,Infection,1075,16.90468951,99.18131403,13.63256261,0.249231385,94.60073011,2,Safe,865570000000,222,BioCare,BATCH7989,53.63
Drug_672,Infection,802,25.5484032,85.63425739,10.405644,0.383120047,97.58507261,1,Safe,751021000000,240,BioCare,BATCH8236,474.43
Drug_673,Blood Clot Prevention,911,29.61423309,86.39489076,20.55343908,0.357202381,92.02744746,4,Safe,951114000000,218,MediLife,BATCH7261,156.72
Drug_674,Fever,742,17.02070794,97.78795332,23.81351145,1.39289967,95.48253112,1,Safe,946254000000,249,PharmaCorp,BATCH1887,98.43
Drug_675,Pain Relief,755,28.10213471,89.57331281,13.07271697,1.367837177,92.47276738,4,Safe,475000000000,217,CureWell,BATCH4104,395.66
Drug_676,Thyroid,937,18.88380981,92.74442902,11.99973235,1.423703897,96.14570318,3,Safe,859266000000,120,PharmaCorp,BATCH1049,275.21
Drug_677,Heart Health,969,24.50061779,97.70977429,20.41685518,1.414377835,93.84721765,1,Safe,367480000000,236,CureWell,BATCH4951,245.2
Drug_678,Acidity,1088,22.0015354,91.54097256,10.90369345,0.392607455,98.4916891,4,Safe,740895000000,125,PharmaCorp,BATCH4560,162.28
Drug_679,Diabetes,1038,26.03312373,95.99446171,18.60536136,0.735507921,92.08489593,2,Safe,766633000000,108,BioCare,BATCH1018,296.36
Drug_680,Heart Health,838,24.02345591,96.35305548,5.315341344,0.940411244,98.22436534,4,Safe,954593000000,114,HealthPlus,BATCH5821,173.47
Drug_681,Mental Health,865,17.5131545,91.18283353,18.80011222,1.397551934,94.15260974,4,Safe,458454000000,109,HealthPlus,BATCH7340,455.71
Drug_682,Blood Pressure,743,18.88163339,86.46444451,6.020232526,0.810119175,94.69935462,2,Safe,858308000000,221,MediLife,BATCH9058,146.84
Drug_683,Pain Relief,1082,17.0384677,96.53400015,18.09791982,0.830709611,99.88739661,3,Safe,606208000000,220,CureWell,BATCH3606,447.96
Drug_684,Thyroid,1045,17.53980024,95.80405153,16.85949709,0.652144789,94.29252149,2,Safe,908246000000,224,CureWell,BATCH8846,301.73
Drug_685,Thyroid,952,23.54151889,96.83531094,7.326868007,0.902873084,94.18957386,2,Safe,307445000000,269,CureWell,BATCH9643,422.82
Drug_686,Fever,864,22.72757495,95.67024166,12.62379333,1.366974716,99.97836855,3,Safe,101331000000,171,BioCare,BATCH7432,370.78
Drug_687,Diabetes,881,20.12395024,93.64488966,19.61201994,1.219999085,96.12582566,4,Safe,703002000000,251,CureWell,BATCH4765,363.51
Drug_688,Cholesterol,884,24.11882477,88.80472412,19.01529998,0.266763795,96.80633565,4,Safe,627421000000,148,HealthPlus,BATCH3438,195.96
Drug_689,Throat Infection,992,26.80898052,88.61708135,10.5425843,0.552101077,93.94333226,3,Safe,235155000000,253,BioCare,BATCH7358,155.25
Drug_690,Blood Clot Prevention,1032,21.869201,96.67158658,23.00149171,0.150982697,99.63037087,2,Safe,222943000000,190,PharmaCorp,BATCH9319,144.9
Drug_691,Diabetes,786,17.54662014,97.16271679,13.73370263,1.355981177,99.56503248,3,Safe,840357000000,136,CureWell,BATCH6941,435.74
Drug_692,Blood Pressure,737,20.47286079,98.38228454,20.40529462,1.342604206,96.62179858,1,Safe,228147000000,167,CureWell,BATCH8644,419.19
Drug_693,Blood Pressure,883,29.7287447,90.99840845,13.61465995,1.489676207,97.66967725,4,Safe,819783000000,149,PharmaCorp,BATCH5855,248.26
Drug_694,Seizures,888,29.29693017,93.22933116,5.444840167,0.952809069,97.26758582,3,Safe,174277000000,251,CureWell,BATCH7547,109.58
Drug_695,Heart Health,813,16.21697817,97.27088043,19.69474492,0.692666945,98.54174798,2,Safe,433779000000,118,PharmaCorp,BATCH8196,222.01
Drug_696,Respiratory Infection,881,16.86114457,88.08356371,22.42114359,0.372502746,93.94784377,3,Safe,849591000000,199,BioCare,BATCH6911,328.7
Drug_697,Bacterial Infection,839,23.78349179,85.30401433,21.68217294,1.363017599,95.0041032,3,Safe,931224000000,159,HealthPlus,BATCH7481,254.48
Drug_698,Bacterial Infection,918,20.87800476,94.45507263,10.01140589,0.35482349,95.98209555,1,Safe,587466000000,266,PharmaCorp,BATCH3761,401.09
Drug_699,Pain Relief,1043,21.53345517,85.15870089,10.58024491,1.192268383,94.49441717,3,Safe,811957000000,188,MediLife,BATCH5456,498.93
Drug_700,Blood Clot Prevention,901,22.1757582,94.28556676,11.12579831,0.766147366,95.18315349,1,Safe,366730000000,245,PharmaCorp,BATCH7361,136.01
Drug_701,Respiratory Infection,939,24.77433369,85.56304243,21.77164921,0.667894677,95.48753071,3,Safe,651192000000,246,CureWell,BATCH6693,256.84
Drug_702,Infection,898,18.71802895,91.5013525,11.43480891,1.15456896,94.19743476,1,Safe,770339000000,263,BioCare,BATCH6788,243.94
Drug_703,Fever,849,19.89398697,91.88603151,22.73926793,0.268737347,99.09195418,1,Safe,541322000000,282,BioCare,BATCH1201,187.02
Drug_704,Mental Health,888,22.02913874,94.61964988,18.41908924,0.768480715,99.94395125,1,Safe,234314000000,168,PharmaCorp,BATCH7160,139.14
Drug_705,Cancer,906,21.75871169,87.43357171,21.28607154,1.10630926,95.5673979,2,Safe,967143000000,274,HealthPlus,BATCH1517,79.56
Drug_706,Skin Infection,953,16.44951968,97.73808373,17.47572987,0.185564569,94.80452192,3,Safe,570413000000,148,MediLife,BATCH8737,449.2
Drug_707,Respiratory Infection,871,28.7764722,99.77893664,12.11574904,1.16563171,97.00845367,4,Safe,631720000000,207,BioCare,BATCH2988,238.93
Drug_708,Respiratory Infection,802,23.11195411,86.57466787,22.94586648,1.228172577,92.22667037,4,Safe,473572000000,260,CureWell,BATCH4802,273.6
Drug_709,Bacterial Infection,956,15.09073633,89.4106203,11.65615345,0.144862644,92.0693831,4,Safe,863933000000,218,CureWell,BATCH6808,462.62
Drug_710,Blood Pressure,1017,26.10741807,98.00371647,21.07503434,0.572049404,98.50367278,1,Safe,496889000000,248,HealthPlus,BATCH8162,399.33
Drug_711,Blood Clot Prevention,1015,26.12950884,95.86158105,24.8555996,1.468878228,92.75278549,2,Safe,377248000000,249,BioCare,BATCH7241,108.73
Drug_712,Blood Clot Prevention,990,20.08548121,96.32713045,5.249374617,0.400283599,97.91143955,4,Safe,901035000000,275,PharmaCorp,BATCH9399,304.44
Drug_713,Skin Infection,857,18.8690819,89.6996422,22.93974434,1.147167155,93.70338915,2,Safe,329090000000,136,CureWell,BATCH6633,249.01
Drug_714,Cancer,1086,18.62267282,93.20829273,10.24887046,1.090402578,93.99827849,4,Safe,387279000000,242,HealthPlus,BATCH6755,408.74
Drug_715,Cancer,898,20.06473246,98.7815981,12.67730143,0.752532165,99.60439408,2,Safe,514708000000,262,BioCare,BATCH7309,375.9
Drug_716,Inflammation,1031,25.93165558,96.75347114,6.008738648,0.251406653,97.63624548,2,Safe,794949000000,298,BioCare,BATCH5117,360.68
Drug_717,Fever,759,26.19954093,94.90967351,21.69213429,0.626192795,98.42491062,1,Safe,512268000000,259,BioCare,BATCH9345,203.25
Drug_718,Throat Infection,1095,29.56219942,89.74934479,22.56070967,0.549980438,92.32885485,1,Safe,433303000000,110,BioCare,BATCH2518,412.23
Drug_719,Skin Infection,1048,25.75269525,92.67431907,8.074715013,1.216423976,92.8193431,3,Safe,614567000000,237,BioCare,BATCH7163,73.58
Drug_720,Fever,768,25.27420429,95.51354134,6.121010639,0.983577178,97.7814982,1,Safe,941575000000,300,CureWell,BATCH3600,121.83
Drug_721,Bacterial Infection,922,23.55026276,90.36309156,9.52200731,0.743944531,96.50196902,4,Safe,804981000000,177,HealthPlus,BATCH3195,201.03
Drug_722,Bacterial Infection,855,25.2054097,96.35056711,24.11970821,1.055199753,94.16433926,1,Safe,851993000000,176,BioCare,BATCH4554,84.56
Drug_723,Mental Health,781,28.52340561,91.64190203,8.8221851,0.568078669,92.15574653,2,Safe,128490000000,284,MediLife,BATCH3849,155.75
Drug_724,Bacterial Infection,900,29.8336201,97.77999,20.96012275,0.390538285,98.5086612,3,Safe,128930000000,252,MediLife,BATCH2742,423.57
Drug_725,Allergy,887,17.25541518,88.25123736,16.20301524,1.423717559,96.09153707,4,Safe,747888000000,101,HealthPlus,BATCH2306,476.71
Drug_726,Inflammation,1007,18.42110328,91.88831189,5.276682504,0.84210861,94.26426611,2,Safe,727593000000,163,PharmaCorp,BATCH4849,187.07
Drug_727,Cancer,753,25.90523461,94.50704712,21.97825202,0.136506649,97.37384174,2,Safe,636340000000,134,PharmaCorp,BATCH8519,169.03
Drug_728,Acidity,775,29.16921914,88.79269903,17.27010325,1.072765459,97.78562041,1,Safe,253085000000,106,PharmaCorp,BATCH5195,175.95
Drug_729,Throat Infection,775,18.25119599,97.22549317,24.38797746,0.41735452,94.99998299,2,Safe,906182000000,184,MediLife,BATCH6178,174.97
Drug_730,Mental Health,1014,18.96196519,88.16058938,9.373372031,1.172207722,95.0652104,2,Safe,108206000000,245,PharmaCorp,BATCH3555,66.17
Drug_731,Diabetes,989,18.61266589,95.03633336,17.93247766,0.323424804,92.72701348,2,Safe,300252000000,166,CureWell,BATCH3305,467.11
Drug_732,Infection,915,24.20401156,92.37080696,21.8431469,1.470413491,98.78880266,1,Safe,732803000000,141,BioCare,BATCH8619,146.16
Drug_733,Allergy,1044,27.43514055,87.31034428,8.13770163,0.462251726,94.58025383,2,Safe,655610000000,217,MediLife,BATCH3642,239
Drug_734,Heart Health,1028,21.28751758,87.67166773,19.48934056,0.313342913,92.68026575,2,Safe,700568000000,224,HealthPlus,BATCH7409,54.36
Drug_735,Thyroid,800,23.49637937,94.39867902,8.552551837,0.285739329,95.76601345,3,Safe,118662000000,266,HealthPlus,BATCH5757,436.08
Drug_736,Cholesterol,879,29.41782005,91.50323632,19.17151834,0.230167008,96.03028365,1,Safe,811993000000,268,BioCare,BATCH3994,379.02
Drug_737,Throat Infection,983,15.29048803,93.5186056,23.89095201,0.221109116,99.03952374,2,Safe,835382000000,123,MediLife,BATCH9751,476.04
Drug_738,Mental Health,919,28.72411292,99.47240385,7.619326469,1.469097471,94.63931651,3,Safe,468421000000,287,PharmaCorp,BATCH2271,401.73
